name,metric,4.0,5.0,6.0,7.0
33TJ_20150822_190045_022,mse,-4.0,-5.0,6.0,-7.0
33TJ_20150822_190045_022,ssim,-4.0,-5.0,6.0,-7.0
33TJ_20150822_190045_022,ms_ssim,-4.0,-5.0,6.0,-7.0
0919_20150907_125438_447,mse,4.0,5.0,6.0,7.0
0919_20150907_125438_447,ssim,-4.0,-2.5,3.0,-7.0
0919_20150907_125438_447,ms_ssim,4.0,5.0,-3.0,-3.5
0037_20160716_100814_348,mse,-2.0,2.5,3.0,3.5
0037_20160716_100814_348,ssim,-2.0,2.5,3.0,3.5
0037_20160716_100814_348,ms_ssim,-2.0,2.5,3.0,3.5
6FHF_20150303_115249_673,mse,-4.0,5.0,-3.0,3.5
6FHF_20150303_115249_673,ssim,-2.0,2.5,-6.0,-3.5
6FHF_20150303_115249_673,ms_ssim,4.0,5.0,-3.0,-3.5
0043_20160825_144309_236,mse,4.0,2.5,6.0,7.0
0043_20160825_144309_236,ssim,4.0,2.5,6.0,7.0
0043_20160825_144309_236,ms_ssim,4.0,2.5,6.0,7.0
0830_20151121_131838_618,mse,2.0,2.5,3.0,-7.0
0830_20151121_131838_618,ssim,4.0,-5.0,6.0,-3.5
0830_20151121_131838_618,ms_ssim,4.0,-5.0,6.0,-3.5
0009_20160710_012547_321,mse,-4.0,-2.5,6.0,7.0
0009_20160710_012547_321,ssim,-4.0,-2.5,6.0,7.0
0009_20160710_012547_321,ms_ssim,-4.0,-2.5,6.0,7.0
0094_20150410_012305_424,mse,4.0,5.0,-6.0,-3.5
0094_20150410_012305_424,ssim,4.0,5.0,-6.0,-3.5
0094_20150410_012305_424,ms_ssim,4.0,5.0,-6.0,-3.5
0047_20160531_115849_390,mse,-2.0,-2.5,3.0,-7.0
0047_20160531_115849_390,ssim,4.0,5.0,6.0,-3.5
0047_20160531_115849_390,ms_ssim,-4.0,5.0,6.0,-3.5
1125_20160405_131113_994,mse,4.0,5.0,6.0,-3.5
1125_20160405_131113_994,ssim,4.0,5.0,6.0,-3.5
1125_20160405_131113_994,ms_ssim,4.0,5.0,6.0,7.0
33TJ_20150606_192425_484,mse,4.0,2.5,-6.0,7.0
33TJ_20150606_192425_484,ssim,4.0,2.5,-6.0,-3.5
33TJ_20150606_192425_484,ms_ssim,4.0,2.5,6.0,7.0
0127_20161105_171003_663,mse,-4.0,2.5,3.0,-3.5
0127_20161105_171003_663,ssim,-4.0,2.5,3.0,-3.5
0127_20161105_171003_663,ms_ssim,-4.0,2.5,3.0,-3.5
1125_20160405_145512_025,mse,2.0,-2.5,3.0,7.0
1125_20160405_145512_025,ssim,-4.0,-2.5,3.0,7.0
1125_20160405_145512_025,ms_ssim,2.0,-2.5,3.0,7.0
0919_20150904_204532_528,mse,-4.0,-2.5,6.0,-7.0
0919_20150904_204532_528,ssim,-4.0,5.0,6.0,-3.5
0919_20150904_204532_528,ms_ssim,4.0,-2.5,6.0,-3.5
0919_20150905_213217_517,mse,-4.0,2.5,3.0,-3.5
0919_20150905_213217_517,ssim,-4.0,2.5,3.0,-3.5
0919_20150905_213217_517,ms_ssim,-4.0,5.0,3.0,-3.5
6G7M_20150403_174605_886,mse,2.0,-2.5,-6.0,-3.5
6G7M_20150403_174605_886,ssim,-2.0,5.0,-3.0,3.5
6G7M_20150403_174605_886,ms_ssim,2.0,-2.5,-6.0,-3.5
0043_20161029_142336_168,mse,4.0,2.5,-6.0,-3.5
0043_20161029_142336_168,ssim,-4.0,5.0,6.0,-7.0
0043_20161029_142336_168,ms_ssim,-2.0,2.5,3.0,-3.5
6G7M_20150403_175442_492,mse,-4.0,5.0,-3.0,-3.5
6G7M_20150403_175442_492,ssim,2.0,5.0,-3.0,-3.5
6G7M_20150403_175442_492,ms_ssim,-4.0,-5.0,-3.0,-3.5
47L8_20150517_154213_064,mse,4.0,-2.5,-3.0,3.5
47L8_20150517_154213_064,ssim,-4.0,-5.0,-6.0,-7.0
47L8_20150517_154213_064,ms_ssim,4.0,-2.5,-3.0,3.5
0919_20150906_192946_673,mse,-4.0,-5.0,6.0,-3.5
0919_20150906_192946_673,ssim,2.0,-2.5,-3.0,7.0
0919_20150906_192946_673,ms_ssim,-4.0,-5.0,6.0,-3.5
33TJ_20150720_212353_054,mse,4.0,-2.5,-6.0,-7.0
33TJ_20150720_212353_054,ssim,4.0,-2.5,-6.0,3.5
33TJ_20150720_212353_054,ms_ssim,4.0,-2.5,-6.0,-7.0
5a9e_20150328_164411_812,mse,-2.0,-2.5,-3.0,3.5
5a9e_20150328_164411_812,ssim,-2.0,5.0,-3.0,3.5
5a9e_20150328_164411_812,ms_ssim,-2.0,2.5,6.0,3.5
0043_20161007_155817_271,mse,2.0,2.5,-3.0,-3.5
0043_20161007_155817_271,ssim,2.0,2.5,-6.0,3.5
0043_20161007_155817_271,ms_ssim,-2.0,2.5,3.0,-3.5
6FHF_20150303_164845_193,mse,-2.0,5.0,-6.0,-3.5
6FHF_20150303_164845_193,ssim,-4.0,-2.5,3.0,3.5
6FHF_20150303_164845_193,ms_ssim,-2.0,5.0,-6.0,-3.5
0063_20160723_193413_056,mse,-2.0,2.5,3.0,-7.0
0063_20160723_193413_056,ssim,2.0,-2.5,-3.0,7.0
0063_20160723_193413_056,ms_ssim,2.0,2.5,3.0,-7.0
0043_20160825_141825_063,mse,2.0,-2.5,-3.0,-7.0
0043_20160825_141825_063,ssim,4.0,-5.0,-3.0,3.5
0043_20160825_141825_063,ms_ssim,4.0,-5.0,-3.0,3.5
0080_20141031_200041_774,mse,-2.0,-5.0,-6.0,-7.0
0080_20141031_200041_774,ssim,2.0,-2.5,-6.0,-3.5
0080_20141031_200041_774,ms_ssim,-2.0,-5.0,-3.0,7.0
0043_20161006_170103_246,mse,4.0,5.0,3.0,-7.0
0043_20161006_170103_246,ssim,4.0,5.0,3.0,-7.0
0043_20161006_170103_246,ms_ssim,-4.0,-2.5,6.0,-3.5
33TJ_20150612_121000_925,mse,4.0,-2.5,3.0,3.5
33TJ_20150612_121000_925,ssim,4.0,-2.5,3.0,3.5
33TJ_20150612_121000_925,ms_ssim,4.0,-2.5,3.0,3.5
0543_20150918_085314_501,mse,2.0,-2.5,-6.0,-7.0
0543_20150918_085314_501,ssim,-2.0,2.5,6.0,-7.0
0543_20150918_085314_501,ms_ssim,2.0,-2.5,-6.0,7.0
33TJ_20150613_085607_701,mse,4.0,5.0,-3.0,7.0
33TJ_20150613_085607_701,ssim,4.0,5.0,-3.0,7.0
33TJ_20150613_085607_701,ms_ssim,4.0,5.0,-3.0,7.0
33TJ_20150721_094743_761,mse,-2.0,5.0,-6.0,7.0
33TJ_20150721_094743_761,ssim,-2.0,5.0,-6.0,7.0
33TJ_20150721_094743_761,ms_ssim,-2.0,5.0,-6.0,7.0
0032_20160919_061013_881,mse,-4.0,5.0,6.0,-7.0
0032_20160919_061013_881,ssim,-4.0,-5.0,6.0,-7.0
0032_20160919_061013_881,ms_ssim,-4.0,-2.5,-3.0,-3.5
47L8_20150517_182248_687,mse,2.0,-2.5,-6.0,7.0
47L8_20150517_182248_687,ssim,4.0,2.5,-3.0,-3.5
47L8_20150517_182248_687,ms_ssim,2.0,-2.5,-6.0,3.5
0244_20151010_095949_714,mse,2.0,-5.0,-6.0,-3.5
0244_20151010_095949_714,ssim,2.0,-5.0,-6.0,-3.5
0244_20151010_095949_714,ms_ssim,4.0,-2.5,-6.0,-3.5
0830_20151121_134752_742,mse,4.0,2.5,6.0,3.5
0830_20151121_134752_742,ssim,4.0,2.5,6.0,3.5
0830_20151121_134752_742,ms_ssim,4.0,2.5,6.0,3.5
0919_20150906_181158_374,mse,-2.0,-2.5,6.0,-3.5
0919_20150906_181158_374,ssim,-2.0,2.5,3.0,3.5
0919_20150906_181158_374,ms_ssim,4.0,-2.5,6.0,-3.5
0030_20151008_090054_301,mse,4.0,-5.0,6.0,3.5
0030_20151008_090054_301,ssim,-4.0,2.5,-6.0,-3.5
0030_20151008_090054_301,ms_ssim,4.0,-5.0,6.0,-7.0
1125_20151221_133830_637,mse,-2.0,-2.5,3.0,-3.5
1125_20151221_133830_637,ssim,-4.0,2.5,3.0,7.0
1125_20151221_133830_637,ms_ssim,4.0,-2.5,-3.0,-3.5
6G7M_20150325_221051_146,mse,-4.0,2.5,-6.0,-3.5
6G7M_20150325_221051_146,ssim,4.0,5.0,-3.0,-3.5
6G7M_20150325_221051_146,ms_ssim,4.0,5.0,6.0,-3.5
1125_20151229_153229_619,mse,-4.0,-5.0,3.0,-7.0
1125_20151229_153229_619,ssim,-4.0,2.5,3.0,-7.0
1125_20151229_153229_619,ms_ssim,4.0,-5.0,3.0,-7.0
0030_20151007_174135_741,mse,-4.0,-2.5,-3.0,3.5
0030_20151007_174135_741,ssim,-4.0,-2.5,-3.0,3.5
0030_20151007_174135_741,ms_ssim,-4.0,-2.5,-3.0,3.5
4742_20151130_112828_066,mse,4.0,-2.5,-3.0,7.0
4742_20151130_112828_066,ssim,-2.0,-2.5,6.0,-3.5
4742_20151130_112828_066,ms_ssim,4.0,-2.5,-3.0,7.0
0919_20150906_174330_399,mse,-4.0,-2.5,-3.0,-3.5
0919_20150906_174330_399,ssim,-4.0,-2.5,-3.0,-3.5
0919_20150906_174330_399,ms_ssim,-4.0,-2.5,-3.0,-3.5
0043_20160917_172840_165,mse,-2.0,5.0,-6.0,-7.0
0043_20160917_172840_165,ssim,-2.0,5.0,-6.0,-7.0
0043_20160917_172840_165,ms_ssim,4.0,5.0,-3.0,7.0
0039_20141008_182330_005,mse,2.0,-5.0,3.0,7.0
0039_20141008_182330_005,ssim,2.0,-5.0,3.0,7.0
0039_20141008_182330_005,ms_ssim,2.0,-5.0,3.0,7.0
0155_20160927_140404_307,mse,4.0,5.0,-3.0,-3.5
0155_20160927_140404_307,ssim,4.0,5.0,-3.0,-3.5
0155_20160927_140404_307,ms_ssim,4.0,5.0,-3.0,-3.5
4KK2_20150905_111159_017,mse,-2.0,-2.5,-6.0,3.5
4KK2_20150905_111159_017,ssim,-4.0,2.5,-6.0,3.5
4KK2_20150905_111159_017,ms_ssim,-2.0,-2.5,-6.0,3.5
5066_20160416_144413_753,mse,2.0,2.5,3.0,7.0
5066_20160416_144413_753,ssim,-2.0,2.5,-3.0,3.5
5066_20160416_144413_753,ms_ssim,2.0,2.5,3.0,7.0
6G7M_20150325_090049_757,mse,-2.0,5.0,-6.0,-3.5
6G7M_20150325_090049_757,ssim,-2.0,5.0,3.0,7.0
6G7M_20150325_090049_757,ms_ssim,-2.0,5.0,-6.0,-3.5
33TJ_20150626_155831_004,mse,4.0,5.0,6.0,-7.0
33TJ_20150626_155831_004,ssim,-4.0,-2.5,-3.0,-3.5
33TJ_20150626_155831_004,ms_ssim,4.0,5.0,6.0,-7.0
0009_20160702_124608_434,mse,2.0,-5.0,6.0,-7.0
0009_20160702_124608_434,ssim,-2.0,-2.5,-6.0,-3.5
0009_20160702_124608_434,ms_ssim,-4.0,-5.0,-3.0,-7.0
J6VL_20150312_193105_564,mse,-2.0,-5.0,-6.0,3.5
J6VL_20150312_193105_564,ssim,-2.0,-2.5,-6.0,3.5
J6VL_20150312_193105_564,ms_ssim,-4.0,-2.5,-6.0,3.5
6G7M_20150404_132524_360,mse,4.0,2.5,-6.0,3.5
6G7M_20150404_132524_360,ssim,-4.0,-2.5,6.0,7.0
6G7M_20150404_132524_360,ms_ssim,4.0,-5.0,-6.0,-3.5
33TJ_20150613_094118_576,mse,2.0,-2.5,6.0,3.5
33TJ_20150613_094118_576,ssim,2.0,-2.5,3.0,-7.0
33TJ_20150613_094118_576,ms_ssim,-4.0,-2.5,6.0,3.5
0039_20141010_164120_414,mse,-2.0,5.0,6.0,3.5
0039_20141010_164120_414,ssim,-2.0,5.0,-3.0,-3.5
0039_20141010_164120_414,ms_ssim,-2.0,5.0,-3.0,-3.5
5a9e_20150328_163715_895,mse,2.0,-5.0,6.0,7.0
5a9e_20150328_163715_895,ssim,2.0,2.5,6.0,7.0
5a9e_20150328_163715_895,ms_ssim,-4.0,-2.5,-3.0,-3.5
0043_20160919_144455_970,mse,2.0,-2.5,3.0,3.5
0043_20160919_144455_970,ssim,2.0,-5.0,3.0,-3.5
0043_20160919_144455_970,ms_ssim,2.0,-5.0,3.0,-3.5
4KK2_20150822_213517_469,mse,2.0,5.0,-6.0,3.5
4KK2_20150822_213517_469,ssim,4.0,-5.0,-6.0,-3.5
4KK2_20150822_213517_469,ms_ssim,-4.0,5.0,-3.0,3.5
0039_20141010_150928_913,mse,-2.0,2.5,3.0,-7.0
0039_20141010_150928_913,ssim,-4.0,2.5,3.0,-7.0
0039_20141010_150928_913,ms_ssim,-2.0,-5.0,3.0,-7.0
0218_20141102_112123_601,mse,2.0,5.0,6.0,7.0
0218_20141102_112123_601,ssim,4.0,5.0,-3.0,-3.5
0218_20141102_112123_601,ms_ssim,4.0,5.0,-3.0,-3.5
6G7M_20150307_154158_446,mse,-4.0,2.5,6.0,3.5
6G7M_20150307_154158_446,ssim,-4.0,5.0,3.0,3.5
6G7M_20150307_154158_446,ms_ssim,-4.0,2.5,6.0,3.5
0039_20141005_130438_317,mse,-2.0,5.0,3.0,7.0
0039_20141005_130438_317,ssim,-2.0,5.0,3.0,7.0
0039_20141005_130438_317,ms_ssim,-2.0,5.0,3.0,7.0
0043_20161007_115625_540,mse,-2.0,-5.0,-6.0,-7.0
0043_20161007_115625_540,ssim,2.0,-2.5,3.0,3.5
0043_20161007_115625_540,ms_ssim,4.0,-5.0,-3.0,-3.5
9bf4_20150824_211636_935,mse,-4.0,2.5,-3.0,3.5
9bf4_20150824_211636_935,ssim,-4.0,-2.5,-3.0,-3.5
9bf4_20150824_211636_935,ms_ssim,-4.0,2.5,-3.0,3.5
5a9e_20150328_180322_431,mse,2.0,2.5,3.0,-3.5
5a9e_20150328_180322_431,ssim,-4.0,5.0,-3.0,-3.5
5a9e_20150328_180322_431,ms_ssim,-4.0,2.5,-3.0,-3.5
4KK2_20150910_131804_951,mse,2.0,-2.5,3.0,-7.0
4KK2_20150910_131804_951,ssim,-4.0,2.5,-6.0,-3.5
4KK2_20150910_131804_951,ms_ssim,2.0,-2.5,3.0,-7.0
47L8_20150630_161222_595,mse,-2.0,5.0,-6.0,7.0
47L8_20150630_161222_595,ssim,4.0,5.0,6.0,-3.5
47L8_20150630_161222_595,ms_ssim,-4.0,5.0,6.0,-3.5
5a9e_20150207_134833_157,mse,-4.0,5.0,-3.0,7.0
5a9e_20150207_134833_157,ssim,-4.0,5.0,6.0,7.0
5a9e_20150207_134833_157,ms_ssim,-4.0,5.0,-3.0,7.0
4WBR_20150526_194839_057,mse,2.0,-2.5,6.0,7.0
4WBR_20150526_194839_057,ssim,2.0,2.5,6.0,7.0
4WBR_20150526_194839_057,ms_ssim,2.0,5.0,6.0,7.0
0043_20160829_185205_874,mse,4.0,-5.0,-3.0,-7.0
0043_20160829_185205_874,ssim,4.0,5.0,-6.0,3.5
0043_20160829_185205_874,ms_ssim,4.0,-5.0,-3.0,-3.5
33TJ_20150626_154000_192,mse,-4.0,-2.5,6.0,-7.0
33TJ_20150626_154000_192,ssim,-4.0,2.5,-3.0,-3.5
33TJ_20150626_154000_192,ms_ssim,-4.0,-2.5,6.0,-7.0
0039_20141008_110319_356,mse,-4.0,-2.5,-6.0,-3.5
0039_20141008_110319_356,ssim,-4.0,5.0,-3.0,3.5
0039_20141008_110319_356,ms_ssim,-4.0,2.5,-6.0,-3.5
6G7M_20150328_160145_189,mse,-2.0,2.5,-3.0,-3.5
6G7M_20150328_160145_189,ssim,-2.0,-5.0,-3.0,-3.5
6G7M_20150328_160145_189,ms_ssim,-2.0,-5.0,-3.0,-3.5
0030_20151217_214652_729,mse,2.0,-2.5,-6.0,-7.0
0030_20151217_214652_729,ssim,4.0,-5.0,-3.0,3.5
0030_20151217_214652_729,ms_ssim,2.0,-2.5,-6.0,-7.0
1125_20151231_162743_143,mse,2.0,5.0,-6.0,7.0
1125_20151231_162743_143,ssim,2.0,5.0,-6.0,7.0
1125_20151231_162743_143,ms_ssim,2.0,5.0,-6.0,7.0
33TJ_20150628_214818_480,mse,2.0,5.0,-6.0,-7.0
33TJ_20150628_214818_480,ssim,4.0,5.0,6.0,3.5
33TJ_20150628_214818_480,ms_ssim,-4.0,5.0,-6.0,-7.0
33TJ_20150607_025432_064,mse,2.0,2.5,6.0,7.0
33TJ_20150607_025432_064,ssim,2.0,2.5,-3.0,-3.5
33TJ_20150607_025432_064,ms_ssim,4.0,2.5,-3.0,-3.5
0094_20150412_140046_125,mse,-2.0,5.0,-6.0,7.0
0094_20150412_140046_125,ssim,4.0,5.0,-6.0,-3.5
0094_20150412_140046_125,ms_ssim,-2.0,5.0,3.0,-3.5
c1b1_20150312_205107_395,mse,2.0,-5.0,6.0,-3.5
c1b1_20150312_205107_395,ssim,2.0,-5.0,-6.0,-3.5
c1b1_20150312_205107_395,ms_ssim,2.0,-5.0,6.0,-3.5
6G7M_20150328_173924_521,mse,2.0,-5.0,3.0,7.0
6G7M_20150328_173924_521,ssim,-2.0,-2.5,-6.0,-3.5
6G7M_20150328_173924_521,ms_ssim,2.0,-5.0,3.0,7.0
0272_20160521_145117_858,mse,2.0,2.5,-3.0,7.0
0272_20160521_145117_858,ssim,-4.0,2.5,-6.0,3.5
0272_20160521_145117_858,ms_ssim,2.0,2.5,-3.0,3.5
1125_20151229_181701_363,mse,4.0,2.5,6.0,-3.5
1125_20151229_181701_363,ssim,4.0,2.5,6.0,-3.5
1125_20151229_181701_363,ms_ssim,4.0,2.5,6.0,-3.5
bee7_20150829_152633_092,mse,4.0,-2.5,6.0,3.5
bee7_20150829_152633_092,ssim,4.0,2.5,6.0,3.5
bee7_20150829_152633_092,ms_ssim,2.0,-2.5,3.0,-7.0
0919_20150906_185711_196,mse,-2.0,2.5,3.0,-3.5
0919_20150906_185711_196,ssim,-2.0,2.5,3.0,-3.5
0919_20150906_185711_196,ms_ssim,-2.0,2.5,3.0,-3.5
9bf4_20150818_162107_977,mse,-4.0,-2.5,-3.0,3.5
9bf4_20150818_162107_977,ssim,-4.0,-2.5,-3.0,3.5
9bf4_20150818_162107_977,ms_ssim,-4.0,-2.5,-3.0,3.5
0043_20160827_171946_186,mse,-2.0,-5.0,-6.0,7.0
0043_20160827_171946_186,ssim,-2.0,-5.0,6.0,7.0
0043_20160827_171946_186,ms_ssim,-2.0,-5.0,-6.0,7.0
0043_20160925_231719_778,mse,4.0,5.0,-6.0,7.0
0043_20160925_231719_778,ssim,4.0,5.0,-3.0,-3.5
0043_20160925_231719_778,ms_ssim,4.0,5.0,-3.0,-3.5
c1b1_20150408_152803_799,mse,2.0,-2.5,-3.0,-3.5
c1b1_20150408_152803_799,ssim,2.0,-2.5,-3.0,-3.5
c1b1_20150408_152803_799,ms_ssim,2.0,-2.5,-3.0,-3.5
synthetic_points_hawk_day_motion_blur,mse,-4.0,2.5,-6.0,7.0
synthetic_points_hawk_day_motion_blur,ssim,-4.0,2.5,-3.0,7.0
synthetic_points_hawk_day_motion_blur,ms_ssim,-4.0,-2.5,3.0,-3.5
0006_20160727_191043_245,mse,2.0,5.0,-3.0,-7.0
0006_20160727_191043_245,ssim,2.0,2.5,-3.0,-7.0
0006_20160727_191043_245,ms_ssim,2.0,2.5,-3.0,-7.0
c483_20150901_114928_608,mse,4.0,-2.5,6.0,-3.5
c483_20150901_114928_608,ssim,4.0,-2.5,6.0,3.5
c483_20150901_114928_608,ms_ssim,4.0,-2.5,-3.0,-3.5
5a9e_20141008_114925_185,mse,-2.0,2.5,-6.0,-3.5
5a9e_20141008_114925_185,ssim,-2.0,2.5,-6.0,-3.5
5a9e_20141008_114925_185,ms_ssim,2.0,-5.0,3.0,-7.0
0830_20151121_174102_535,mse,4.0,5.0,-3.0,7.0
0830_20151121_174102_535,ssim,4.0,5.0,-3.0,7.0
0830_20151121_174102_535,ms_ssim,4.0,5.0,-3.0,7.0
6G7M_20150411_131917_938,mse,2.0,2.5,6.0,3.5
6G7M_20150411_131917_938,ssim,2.0,2.5,6.0,-7.0
6G7M_20150411_131917_938,ms_ssim,2.0,2.5,6.0,-7.0
1125_20151215_132809_763,mse,4.0,5.0,-6.0,7.0
1125_20151215_132809_763,ssim,-4.0,5.0,-6.0,3.5
1125_20151215_132809_763,ms_ssim,-4.0,-5.0,-6.0,7.0
0830_20151118_144940_074,mse,2.0,2.5,3.0,-7.0
0830_20151118_144940_074,ssim,4.0,5.0,-6.0,-3.5
0830_20151118_144940_074,ms_ssim,2.0,2.5,3.0,-7.0
5066_20160519_143910_739,mse,4.0,2.5,6.0,3.5
5066_20160519_143910_739,ssim,-4.0,5.0,-3.0,-3.5
5066_20160519_143910_739,ms_ssim,4.0,2.5,6.0,3.5
0039_20141007_070031_150,mse,2.0,-2.5,-3.0,-3.5
0039_20141007_070031_150,ssim,2.0,-2.5,-3.0,-3.5
0039_20141007_070031_150,ms_ssim,2.0,-2.5,-3.0,-3.5
0030_20151213_220716_080,mse,-2.0,-5.0,-6.0,7.0
0030_20151213_220716_080,ssim,-4.0,-5.0,-3.0,-3.5
0030_20151213_220716_080,ms_ssim,-2.0,-5.0,-6.0,7.0
1125_20151229_171515_273,mse,-2.0,5.0,3.0,3.5
1125_20151229_171515_273,ssim,-2.0,5.0,-6.0,3.5
1125_20151229_171515_273,ms_ssim,-2.0,5.0,3.0,7.0
0919_20150910_145833_189,mse,-4.0,2.5,-3.0,3.5
0919_20150910_145833_189,ssim,-4.0,2.5,-3.0,3.5
0919_20150910_145833_189,ms_ssim,-4.0,2.5,-3.0,3.5
3eb8_20151020_084104_198,mse,-2.0,2.5,-3.0,-3.5
3eb8_20151020_084104_198,ssim,-2.0,2.5,-3.0,-3.5
3eb8_20151020_084104_198,ms_ssim,-2.0,2.5,-3.0,-3.5
6G7M_20150325_113017_433,mse,4.0,-5.0,-3.0,-3.5
6G7M_20150325_113017_433,ssim,-2.0,5.0,3.0,-7.0
6G7M_20150325_113017_433,ms_ssim,4.0,-5.0,-3.0,-3.5
6G7M_20150328_155502_330,mse,4.0,2.5,-6.0,7.0
6G7M_20150328_155502_330,ssim,4.0,5.0,-6.0,7.0
6G7M_20150328_155502_330,ms_ssim,4.0,-5.0,-6.0,-7.0
5a9e_20150403_180950_875,mse,4.0,2.5,6.0,3.5
5a9e_20150403_180950_875,ssim,-4.0,5.0,6.0,-3.5
5a9e_20150403_180950_875,ms_ssim,4.0,5.0,6.0,-3.5
4KK2_20150906_175219_465,mse,2.0,2.5,-3.0,7.0
4KK2_20150906_175219_465,ssim,-2.0,-2.5,-3.0,-3.5
4KK2_20150906_175219_465,ms_ssim,2.0,2.5,3.0,7.0
0919_20150905_100607_600,mse,2.0,2.5,-3.0,7.0
0919_20150905_100607_600,ssim,-2.0,5.0,6.0,-7.0
0919_20150905_100607_600,ms_ssim,4.0,-2.5,-3.0,3.5
0006_20160721_172953_515,mse,-4.0,2.5,6.0,3.5
0006_20160721_172953_515,ssim,-4.0,2.5,6.0,-3.5
0006_20160721_172953_515,ms_ssim,-4.0,2.5,6.0,-3.5
0043_20161006_131714_583,mse,2.0,5.0,-6.0,-3.5
0043_20161006_131714_583,ssim,2.0,5.0,-6.0,-3.5
0043_20161006_131714_583,ms_ssim,2.0,5.0,-6.0,-3.5
33TJ_20150607_142116_127,mse,-4.0,-2.5,-6.0,3.5
33TJ_20150607_142116_127,ssim,2.0,2.5,-3.0,3.5
33TJ_20150607_142116_127,ms_ssim,-4.0,-5.0,-6.0,3.5
4KK2_20150822_151513_033,mse,4.0,2.5,-6.0,-3.5
4KK2_20150822_151513_033,ssim,-4.0,2.5,-3.0,3.5
4KK2_20150822_151513_033,ms_ssim,4.0,-5.0,6.0,-3.5
0006_20160727_191809_182,mse,-2.0,5.0,3.0,-7.0
0006_20160727_191809_182,ssim,4.0,5.0,6.0,-3.5
0006_20160727_191809_182,ms_ssim,-4.0,-5.0,3.0,-3.5
6FHF_20150303_115050_790,mse,4.0,5.0,3.0,-3.5
6FHF_20150303_115050_790,ssim,4.0,-2.5,3.0,7.0
6FHF_20150303_115050_790,ms_ssim,4.0,5.0,3.0,-3.5
0155_20160922_170802_375,mse,4.0,-5.0,3.0,-3.5
0155_20160922_170802_375,ssim,4.0,5.0,-3.0,-3.5
0155_20160922_170802_375,ms_ssim,4.0,5.0,-3.0,-3.5
1125_20151229_141038_866,mse,4.0,-5.0,6.0,3.5
1125_20151229_141038_866,ssim,-4.0,-2.5,-3.0,-3.5
1125_20151229_141038_866,ms_ssim,4.0,-5.0,3.0,3.5
62CL_20150213_173616_992,mse,-2.0,-5.0,6.0,3.5
62CL_20150213_173616_992,ssim,-2.0,5.0,6.0,7.0
62CL_20150213_173616_992,ms_ssim,-2.0,-2.5,6.0,3.5
0830_20151121_153553_803,mse,2.0,-2.5,-6.0,3.5
0830_20151121_153553_803,ssim,2.0,-2.5,3.0,7.0
0830_20151121_153553_803,ms_ssim,2.0,-2.5,-6.0,-3.5
0919_20150906_184851_086,mse,2.0,-2.5,-6.0,7.0
0919_20150906_184851_086,ssim,2.0,-5.0,-6.0,7.0
0919_20150906_184851_086,ms_ssim,2.0,-2.5,-6.0,7.0
1125_20151201_115756_359,mse,4.0,-5.0,-6.0,3.5
1125_20151201_115756_359,ssim,4.0,2.5,-6.0,3.5
1125_20151201_115756_359,ms_ssim,4.0,-5.0,-6.0,3.5
0382_20150919_114101_694,mse,4.0,5.0,6.0,-7.0
0382_20150919_114101_694,ssim,-2.0,-2.5,-6.0,3.5
0382_20150919_114101_694,ms_ssim,4.0,5.0,6.0,-3.5
6G7M_20150308_153351_531,mse,4.0,5.0,6.0,-7.0
6G7M_20150308_153351_531,ssim,2.0,5.0,6.0,-7.0
6G7M_20150308_153351_531,ms_ssim,4.0,5.0,6.0,-7.0
0030_20151217_213122_902,mse,-2.0,-5.0,-6.0,3.5
0030_20151217_213122_902,ssim,-4.0,2.5,-6.0,3.5
0030_20151217_213122_902,ms_ssim,-2.0,-5.0,-6.0,3.5
0919_20150906_174929_074,mse,2.0,2.5,-3.0,3.5
0919_20150906_174929_074,ssim,-2.0,-2.5,3.0,7.0
0919_20150906_174929_074,ms_ssim,4.0,5.0,-3.0,3.5
0919_20150909_144810_798,mse,-2.0,-5.0,-3.0,3.5
0919_20150909_144810_798,ssim,-2.0,-5.0,-3.0,3.5
0919_20150909_144810_798,ms_ssim,-2.0,-5.0,-3.0,3.5
0006_20160731_154041_721,mse,4.0,2.5,6.0,3.5
0006_20160731_154041_721,ssim,2.0,-2.5,3.0,-3.5
0006_20160731_154041_721,ms_ssim,4.0,-5.0,6.0,-3.5
6FHF_20150331_115857_642,mse,2.0,5.0,3.0,7.0
6FHF_20150331_115857_642,ssim,2.0,5.0,-3.0,7.0
6FHF_20150331_115857_642,ms_ssim,4.0,5.0,3.0,3.5
1125_20151226_191756_471,mse,4.0,2.5,-6.0,7.0
1125_20151226_191756_471,ssim,-4.0,-2.5,-6.0,7.0
1125_20151226_191756_471,ms_ssim,2.0,2.5,-6.0,7.0
4KK2_20150818_111401_912,mse,4.0,-2.5,-6.0,7.0
4KK2_20150818_111401_912,ssim,4.0,-2.5,6.0,-3.5
4KK2_20150818_111401_912,ms_ssim,4.0,-2.5,6.0,-3.5
5a9e_20150328_173812_141,mse,-4.0,-5.0,3.0,7.0
5a9e_20150328_173812_141,ssim,-4.0,-2.5,3.0,-7.0
5a9e_20150328_173812_141,ms_ssim,4.0,-5.0,3.0,7.0
0155_20160820_184935_155,mse,-4.0,-2.5,-3.0,3.5
0155_20160820_184935_155,ssim,-4.0,-2.5,-3.0,-7.0
0155_20160820_184935_155,ms_ssim,4.0,-2.5,3.0,3.5
6G7M_20150321_133255_034,mse,4.0,5.0,-3.0,-3.5
